id,name,full_name,owner,description,language,stars,forks,watchers,open_issues,created_at,updated_at,pushed_at,size,license,url,clone_url,topics
13491895,free-programming-books,EbookFoundation/free-programming-books,EbookFoundation,:books: Freely available programming books,Python,365620,63928,365620,41,2013-10-11T06:50:37Z,2025-08-22T04:51:34Z,2025-08-17T15:03:15Z,19603,Creative Commons Attribution 4.0 International,https://github.com/EbookFoundation/free-programming-books,https://github.com/EbookFoundation/free-programming-books.git,"books, education, hacktoberfest, list, resource"
54346799,public-apis,public-apis/public-apis,public-apis,A collective list of free APIs,Python,362239,38013,362239,552,2016-03-20T23:49:42Z,2025-08-22T05:00:30Z,2025-05-20T15:56:34Z,4771,MIT License,https://github.com/public-apis/public-apis,https://github.com/public-apis/public-apis.git,"api, apis, dataset, development, free, list, lists, open-source, public, public-api, public-apis, resources, software"
83222441,system-design-primer,donnemartin/system-design-primer,donnemartin,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashcards.,Python,316901,51894,316901,514,2017-02-26T16:15:28Z,2025-08-22T04:58:48Z,2025-05-21T11:13:33Z,11239,Other,https://github.com/donnemartin/system-design-primer,https://github.com/donnemartin/system-design-primer.git,"design, design-patterns, design-system, development, interview, interview-practice, interview-questions, programming, python, system, web, web-application, webapp"
21289110,awesome-python,vinta/awesome-python,vinta,"An opinionated list of awesome Python frameworks, libraries, software and resources.",Python,256117,26169,256117,485,2014-06-27T21:00:06Z,2025-08-22T04:50:28Z,2025-07-17T16:35:51Z,6839,Other,https://github.com/vinta/awesome-python,https://github.com/vinta/awesome-python.git,"awesome, collections, python, python-framework, python-library, python-resources"
63476337,Python,TheAlgorithms/Python,TheAlgorithms,All Algorithms implemented in Python,Python,204252,47340,204252,439,2016-07-16T09:44:01Z,2025-08-22T04:29:42Z,2025-08-19T14:16:04Z,15436,MIT License,https://github.com/TheAlgorithms/Python,https://github.com/TheAlgorithms/Python.git,"algorithm, algorithm-competitions, algorithms-implemented, algos, community-driven, education, hacktoberfest, interview, learn, practice, python, searches, sorting-algorithms, sorts"
614765452,AutoGPT,Significant-Gravitas/AutoGPT,Significant-Gravitas,"AutoGPT is the vision of accessible AI for everyone, to use and to build on. Our mission is to provide the tools, so that you can focus on what matters.",Python,177987,45945,177987,222,2023-03-16T09:21:07Z,2025-08-22T05:05:45Z,2025-08-21T23:24:40Z,275091,Other,https://github.com/Significant-Gravitas/AutoGPT,https://github.com/Significant-Gravitas/AutoGPT.git,"ai, artificial-intelligence, autonomous-agents, gpt-4, llama-api, openai, python"
527591471,stable-diffusion-webui,AUTOMATIC1111/stable-diffusion-webui,AUTOMATIC1111,Stable Diffusion web UI,Python,155813,28892,155813,2424,2022-08-22T14:05:26Z,2025-08-22T03:40:48Z,2025-05-03T06:17:03Z,36427,GNU Affero General Public License v3.0,https://github.com/AUTOMATIC1111/stable-diffusion-webui,https://github.com/AUTOMATIC1111/stable-diffusion-webui.git,"ai, ai-art, deep-learning, diffusion, gradio, image-generation, image2image, img2img, pytorch, stable-diffusion, text2image, torch, txt2img, unstable, upscaling, web"
155220641,transformers,huggingface/transformers,huggingface,"🤗 Transformers: the model-definition framework for state-of-the-art machine learning models in text, vision, audio, and multimodal models, for both inference and training. ",Python,148631,30125,148631,1958,2018-10-29T13:56:00Z,2025-08-22T04:05:26Z,2025-08-22T00:19:05Z,352828,Apache License 2.0,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers.git,"audio, deep-learning, deepseek, gemma, glm, hacktoberfest, llm, machine-learning, model-hub, natural-language-processing, nlp, pretrained-models, python, pytorch, pytorch-transformers, qwen, speech-recognition, transformer, vlm"
1039520,youtube-dl,ytdl-org/youtube-dl,ytdl-org,Command-line program to download videos from YouTube.com and other video sites,Python,136937,10440,136937,4139,2010-10-31T14:35:07Z,2025-08-22T03:56:36Z,2025-05-04T11:53:05Z,65579,The Unlicense,https://github.com/ytdl-org/youtube-dl,https://github.com/ytdl-org/youtube-dl.git,
58028038,HelloGitHub,521xueweihan/HelloGitHub,521xueweihan,":octocat: 分享 GitHub 上有趣、入门级的开源项目。Share interesting, entry-level open source projects on GitHub.",Python,125895,10670,125895,216,2016-05-04T06:24:11Z,2025-08-22T04:57:23Z,2025-07-30T17:30:00Z,8752,,https://github.com/521xueweihan/HelloGitHub,https://github.com/521xueweihan/HelloGitHub.git,"awesome, github, hellogithub, python"
307260205,yt-dlp,yt-dlp/yt-dlp,yt-dlp,A feature-rich command-line audio/video downloader,Python,123316,9825,123316,2001,2020-10-26T04:22:55Z,2025-08-22T05:07:09Z,2025-08-22T03:15:33Z,56484,The Unlicense,https://github.com/yt-dlp/yt-dlp,https://github.com/yt-dlp/yt-dlp.git,"cli, downloader, python, sponsorblock, youtube-dl, youtube-downloader, yt-dlp"
599320067,langflow,langflow-ai/langflow,langflow-ai,Langflow is a powerful tool for building and deploying AI-powered agents and workflows.,Python,104035,7395,104035,863,2023-02-08T22:28:03Z,2025-08-22T05:07:43Z,2025-08-22T04:58:52Z,812603,MIT License,https://github.com/langflow-ai/langflow,https://github.com/langflow-ai/langflow.git,"agents, chatgpt, generative-ai, large-language-models, multiagent, react-flow"
908531752,DeepSeek-V3,deepseek-ai/DeepSeek-V3,deepseek-ai,,Python,98810,16093,98810,68,2024-12-26T09:52:40Z,2025-08-22T05:06:55Z,2025-06-27T08:46:37Z,1722,MIT License,https://github.com/deepseek-ai/DeepSeek-V3,https://github.com/deepseek-ai/DeepSeek-V3.git,
33614304,thefuck,nvbn/thefuck,nvbn,Magnificent app which corrects your previous console command.,Python,93620,3745,93620,392,2015-04-08T15:08:04Z,2025-08-22T05:01:15Z,2024-07-19T14:56:13Z,4043,MIT License,https://github.com/nvbn/thefuck,https://github.com/nvbn/thefuck.git,"python, shell"
65600975,pytorch,pytorch/pytorch,pytorch,Tensors and Dynamic neural networks in Python with strong GPU acceleration,Python,92576,25044,92576,16891,2016-08-13T05:26:41Z,2025-08-22T04:32:22Z,2025-08-22T05:03:59Z,1095199,Other,https://github.com/pytorch/pytorch,https://github.com/pytorch/pytorch.git,"autograd, deep-learning, gpu, machine-learning, neural-network, numpy, python, tensor"
160919119,fastapi,fastapi/fastapi,fastapi,"FastAPI framework, high performance, easy to learn, fast to code, ready for production",Python,88635,7756,88635,280,2018-12-08T08:21:47Z,2025-08-22T04:04:28Z,2025-08-20T09:12:14Z,28023,MIT License,https://github.com/fastapi/fastapi,https://github.com/fastapi/fastapi.git,"api, async, asyncio, fastapi, framework, json, json-schema, openapi, openapi3, pydantic, python, python-types, python3, redoc, rest, starlette, swagger, swagger-ui, uvicorn, web"
537603333,whisper,openai/whisper,openai,Robust Speech Recognition via Large-Scale Weak Supervision,Python,87033,10736,87033,92,2022-09-16T20:02:54Z,2025-08-22T04:40:16Z,2025-08-18T15:03:07Z,12792,MIT License,https://github.com/openai/whisper,https://github.com/openai/whisper.git,
589831718,ComfyUI,comfyanonymous/ComfyUI,comfyanonymous,"The most powerful and modular diffusion model GUI, api and backend with a graph/nodes interface.",Python,86208,9560,86208,2714,2023-01-17T03:15:56Z,2025-08-22T04:53:32Z,2025-08-22T04:53:16Z,73959,GNU General Public License v3.0,https://github.com/comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI.git,"ai, python, pytorch, stable-diffusion"
4164482,django,django/django,django,The Web framework for perfectionists with deadlines.,Python,84649,32839,84649,359,2012-04-28T02:47:18Z,2025-08-22T03:56:21Z,2025-08-21T16:28:30Z,269653,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/django/django,https://github.com/django/django.git,"apps, django, framework, models, orm, python, templates, views, web"
12888993,core,home-assistant/core,home-assistant,:house_with_garden: Open source home automation that puts local control and privacy first.,Python,80850,34749,80850,2879,2013-09-17T07:29:48Z,2025-08-22T05:08:17Z,2025-08-22T04:55:13Z,736146,Apache License 2.0,https://github.com/home-assistant/core,https://github.com/home-assistant/core.git,"asyncio, hacktoberfest, home-automation, internet-of-things, iot, mqtt, python, raspberry-pi"
32689863,manim,3b1b/manim,3b1b,Animation engine for explanatory math videos,Python,79683,6842,79683,464,2015-03-22T18:50:58Z,2025-08-22T03:43:39Z,2025-06-14T15:50:43Z,76584,MIT License,https://github.com/3b1b/manim,https://github.com/3b1b/manim.git,"3b1b-videos, animation, explanatory-math-videos, python"
212639071,devops-exercises,bregman-arie/devops-exercises,bregman-arie,"Linux, Jenkins, AWS, SRE, Prometheus, Docker, Python, Ansible, Git, Kubernetes, Terraform, OpenStack, SQL, NoSQL, Azure, GCP, DNS, Elastic, Network, Virtualization. DevOps Interview Questions",Python,78015,17498,78015,39,2019-10-03T17:31:21Z,2025-08-22T04:08:06Z,2025-08-07T17:27:38Z,7843,Other,https://github.com/bregman-arie/devops-exercises,https://github.com/bregman-arie/devops-exercises.git,"ansible, aws, azure, coding, containers, devops, docker, git, interview, interview-questions, kubernetes, linux, openstack, production-engineer, prometheus, python, sql, sre, terraform"
51117837,models,tensorflow/models,tensorflow,Models and examples built with TensorFlow,Python,77619,45510,77619,1259,2016-02-05T01:15:20Z,2025-08-22T00:36:21Z,2025-08-20T21:30:40Z,660010,Other,https://github.com/tensorflow/models,https://github.com/tensorflow/models.git,
145553672,funNLP,fighting41love/funNLP,fighting41love,"中英文敏感词、语言检测、中外手机/电话归属地/运营商查询、名字推断性别、手机号抽取、身份证抽取、邮箱抽取、中日文人名库、中文缩写库、拆字词典、词汇情感值、停用词、反动词表、暴恐词表、繁简体转换、英文模拟中文发音、汪峰歌词生成器、职业名称词库、同义词库、反义词库、否定词库、汽车品牌词库、汽车零件词库、连续英文切割、各种中文词向量、公司名字大全、古诗词库、IT词库、财经词库、成语词库、地名词库、历史名人词库、诗词词库、医学词库、饮食词库、法律词库、汽车词库、动物词库、中文聊天语料、中文谣言数据、百度中文问答数据集、句子相似度匹配算法集合、bert资源、文本生成&摘要相关工具、cocoNLP信息抽取工具、国内电话号码正则匹配、清华大学XLORE:中英文跨语言百科知识图谱、清华大学人工智能技术系列报告、自然语言生成、NLU太难了系列、自动对联数据及机器人、用户名黑名单列表、罪名法务名词及分类模型、微信公众号语料、cs224n深度学习自然语言处理课程、中文手写汉字识别、中文自然语言处理 语料/数据集、变量命名神器、分词语料库+代码、任务型对话英文数据集、ASR 语音数据集 + 基于深度学习的中文语音识别系统、笑声检测器、Microsoft多语言数字/单位/如日期时间识别包、中华新华字典数据库及api(包括常用歇后语、成语、词语和汉字)、文档图谱自动生成、SpaCy 中文模型、Common Voice语音识别数据集新版、神经网络关系抽取、基于bert的命名实体识别、关键词(Keyphrase)抽取包pke、基于医疗领域知识图谱的问答系统、基于依存句法与语义角色标注的事件三元组抽取、依存句法分析4万句高质量标注数据、cnocr：用来做中文OCR的Python3包、中文人物关系知识图谱项目、中文nlp竞赛项目及代码汇总、中文字符数据、speech-aligner: 从“人声语音”及其“语言文本”产生音素级别时间对齐标注的工具、AmpliGraph: 知识图谱表示学习(Python)库：知识图谱概念链接预测、Scattertext 文本可视化(python)、语言/知识表示工具：BERT & ERNIE、中文对比英文自然语言处理NLP的区别综述、Synonyms中文近义词工具包、HarvestText领域自适应文本挖掘工具（新词发现-情感分析-实体链接等）、word2word：(Python)方便易用的多语言词-词对集：62种语言/3,564个多语言对、语音识别语料生成工具：从具有音频/字幕的在线视频创建自动语音识别(ASR)语料库、构建医疗实体识别的模型（包含词典和语料标注）、单文档非监督的关键词抽取、Kashgari中使用gpt-2语言模型、开源的金融投资数据提取工具、文本自动摘要库TextTeaser: 仅支持英文、人民日报语料处理工具集、一些关于自然语言的基本模型、基于14W歌曲知识库的问答尝试--功能包括歌词接龙and已知歌词找歌曲以及歌曲歌手歌词三角关系的问答、基于Siamese bilstm模型的相似句子判定模型并提供训练数据集和测试数据集、用Transformer编解码模型实现的根据Hacker News文章标题自动生成评论、用BERT进行序列标记和文本分类的模板代码、LitBank：NLP数据集——支持自然语言处理和计算人文学科任务的100部带标记英文小说语料、百度开源的基准信息抽取系统、虚假新闻数据集、Facebook: LAMA语言模型分析，提供Transformer-XL/BERT/ELMo/GPT预训练语言模型的统一访问接口、CommonsenseQA：面向常识的英文QA挑战、中文知识图谱资料、数据及工具、各大公司内部里大牛分享的技术文档 PDF 或者 PPT、自然语言生成SQL语句（英文）、中文NLP数据增强（EDA）工具、英文NLP数据增强工具 、基于医药知识图谱的智能问答系统、京东商品知识图谱、基于mongodb存储的军事领域知识图谱问答项目、基于远监督的中文关系抽取、语音情感分析、中文ULMFiT-情感分析-文本分类-语料及模型、一个拍照做题程序、世界各国大规模人名库、一个利用有趣中文语料库 qingyun 训练出来的中文聊天机器人、中文聊天机器人seqGAN、省市区镇行政区划数据带拼音标注、教育行业新闻语料库包含自动文摘功能、开放了对话机器人-知识图谱-语义理解-自然语言处理工具及数据、中文知识图谱：基于百度百科中文页面-抽取三元组信息-构建中文知识图谱、masr: 中文语音识别-提供预训练模型-高识别率、Python音频数据增广库、中文全词覆盖BERT及两份阅读理解数据、ConvLab：开源多域端到端对话系统平台、中文自然语言处理数据集、基于最新版本rasa搭建的对话系统、基于TensorFlow和BERT的管道式实体及关系抽取、一个小型的证券知识图谱/知识库、复盘所有NLP比赛的TOP方案、OpenCLaP：多领域开源中文预训练语言模型仓库、UER：基于不同语料+编码器+目标任务的中文预训练模型仓库、中文自然语言处理向量合集、基于金融-司法领域(兼有闲聊性质)的聊天机器人、g2pC：基于上下文的汉语读音自动标记模块、Zincbase 知识图谱构建工具包、诗歌质量评价/细粒度情感诗歌语料库、快速转化「中文数字」和「阿拉伯数字」、百度知道问答语料库、基于知识图谱的问答系统、jieba_fast 加速版的jieba、正则表达式教程、中文阅读理解数据集、基于BERT等最新语言模型的抽取式摘要提取、Python利用深度学习进行文本摘要的综合指南、知识图谱深度学习相关资料整理、维基大规模平行文本语料、StanfordNLP 0.2.0：纯Python版自然语言处理包、NeuralNLP-NeuralClassifier：腾讯开源深度学习文本分类工具、端到端的封闭域对话系统、中文命名实体识别：NeuroNER vs. BertNER、新闻事件线索抽取、2019年百度的三元组抽取比赛：“科学空间队”源码、基于依存句法的开放域文本知识三元组抽取和知识库构建、中文的GPT2训练代码、ML-NLP - 机器学习(Machine Learning)NLP面试中常考到的知识点和代码实现、nlp4han:中文自然语言处理工具集(断句/分词/词性标注/组块/句法分析/语义分析/NER/N元语法/HMM/代词消解/情感分析/拼写检查、XLM：Facebook的跨语言预训练语言模型、用基于BERT的微调和特征提取方法来进行知识图谱百度百科人物词条属性抽取、中文自然语言处理相关的开放任务-数据集-当前最佳结果、CoupletAI - 基于CNN+Bi-LSTM+Attention 的自动对对联系统、抽象知识图谱、MiningZhiDaoQACorpus - 580万百度知道问答数据挖掘项目、brat rapid annotation tool: 序列标注工具、大规模中文知识图谱数据：1.4亿实体、数据增强在机器翻译及其他nlp任务中的应用及效果、allennlp阅读理解:支持多种数据和模型、PDF表格数据提取工具 、 Graphbrain：AI开源软件库和科研工具，目的是促进自动意义提取和文本理解以及知识的探索和推断、简历自动筛选系统、基于命名实体识别的简历自动摘要、中文语言理解测评基准，包括代表性的数据集&基准模型&语料库&排行榜、树洞 OCR 文字识别 、从包含表格的扫描图片中识别表格和文字、语声迁移、Python口语自然语言处理工具集(英文)、 similarity：相似度计算工具包，java编写、海量中文预训练ALBERT模型 、Transformers 2.0 、基于大规模音频数据集Audioset的音频增强 、Poplar：网页版自然语言标注工具、图片文字去除，可用于漫画翻译 、186种语言的数字叫法库、Amazon发布基于知识的人-人开放领域对话数据集 、中文文本纠错模块代码、繁简体转换 、 Python实现的多种文本可读性评价指标、类似于人名/地名/组织机构名的命名体识别数据集 、东南大学《知识图谱》研究生课程(资料)、. 英文拼写检查库 、 wwsearch是企业微信后台自研的全文检索引擎、CHAMELEON：深度学习新闻推荐系统元架构 、 8篇论文梳理BERT相关模型进展与反思、DocSearch：免费文档搜索引擎、 LIDA：轻量交互式对话标注工具 、aili - the fastest in-memory index in the East 东半球最快并发索引 、知识图谱车音工作项目、自然语言生成资源大全 、中日韩分词库mecab的Python接口库、中文文本摘要/关键词提取、汉字字符特征提取器 (featurizer)，提取汉字的特征（发音特征、字形特征）用做深度学习的特征、中文生成任务基准测评 、中文缩写数据集、中文任务基准测评 - 代表性的数据集-基准(预训练)模型-语料库-baseline-工具包-排行榜、PySS3：面向可解释AI的SS3文本分类器机器可视化工具 、中文NLP数据集列表、COPE - 格律诗编辑程序、doccano：基于网页的开源协同多语言文本标注工具 、PreNLP：自然语言预处理库、简单的简历解析器，用来从简历中提取关键信息、用于中文闲聊的GPT2模型：GPT2-chitchat、基于检索聊天机器人多轮响应选择相关资源列表(Leaderboards、Datasets、Papers)、(Colab)抽象文本摘要实现集锦(教程 、词语拼音数据、高效模糊搜索工具、NLP数据增广资源集、微软对话机器人框架 、 GitHub Typo Corpus：大规模GitHub多语言拼写错误/语法错误数据集、TextCluster：短文本聚类预处理模块 Short text cluster、面向语音识别的中文文本规范化、BLINK：最先进的实体链接库、BertPunc：基于BERT的最先进标点修复模型、Tokenizer：快速、可定制的文本词条化库、中文语言理解测评基准，包括代表性的数据集、基准(预训练)模型、语料库、排行榜、spaCy 医学文本挖掘与信息提取 、 NLP任务示例项目代码集、 python拼写检查库、chatbot-list - 行业内关于智能客服、聊天机器人的应用和架构、算法分享和介绍、语音质量评价指标(MOSNet, BSSEval, STOI, PESQ, SRMR)、 用138GB语料训练的法文RoBERTa预训练语言模型 、BERT-NER-Pytorch：三种不同模式的BERT中文NER实验、无道词典 - 有道词典的命令行版本，支持英汉互查和在线查询、2019年NLP亮点回顾、 Chinese medical dialogue data 中文医疗对话数据集 、最好的汉字数字(中文数字)-阿拉伯数字转换工具、 基于百科知识库的中文词语多词义/义项获取与特定句子词语语义消歧、awesome-nlp-sentiment-analysis - 情感分析、情绪原因识别、评价对象和评价词抽取、LineFlow：面向所有深度学习框架的NLP数据高效加载器、中文医学NLP公开资源整理 、MedQuAD：(英文)医学问答数据集、将自然语言数字串解析转换为整数和浮点数、Transfer Learning in Natural Language Processing (NLP) 、面向语音识别的中文/英文发音辞典、Tokenizers：注重性能与多功能性的最先进分词器、CLUENER 细粒度命名实体识别 Fine Grained Named Entity Recognition、 基于BERT的中文命名实体识别、中文谣言数据库、NLP数据集/基准任务大列表、nlp相关的一些论文及代码, 包括主题模型、词向量(Word Embedding)、命名实体识别(NER)、文本分类(Text Classificatin)、文本生成(Text Generation)、文本相似性(Text Similarity)计算等，涉及到各种与nlp相关的算法，基于keras和tensorflow 、Python文本挖掘/NLP实战示例、 Blackstone：面向非结构化法律文本的spaCy pipeline和NLP模型通过同义词替换实现文本“变脸” 、中文 预训练 ELECTREA 模型: 基于对抗学习 pretrain Chinese Model 、albert-chinese-ner - 用预训练语言模型ALBERT做中文NER 、基于GPT2的特定主题文本生成/文本增广、开源预训练语言模型合集、多语言句向量包、编码、标记和实现：一种可控高效的文本生成方法、 英文脏话大列表 、attnvis：GPT2、BERT等transformer语言模型注意力交互可视化、CoVoST：Facebook发布的多语种语音-文本翻译语料库，包括11种语言(法语、德语、荷兰语、俄语、西班牙语、意大利语、土耳其语、波斯语、瑞典语、蒙古语和中文)的语音、文字转录及英文译文、Jiagu自然语言处理工具 - 以BiLSTM等模型为基础，提供知识图谱关系抽取 中文分词 词性标注 命名实体识别 情感分析 新词发现 关键词 文本摘要 文本聚类等功能、用unet实现对文档表格的自动检测，表格重建、NLP事件提取文献资源列表 、 金融领域自然语言处理研究资源大列表、CLUEDatasetSearch - 中英文NLP数据集：搜索所有中文NLP数据集，附常用英文NLP数据集 、medical_NER - 中文医学知识图谱命名实体识别 、(哈佛)讲因果推理的免费书、知识图谱相关学习资料/数据集/工具资源大列表、Forte：灵活强大的自然语言处理pipeline工具集 、Python字符串相似性算法库、PyLaia：面向手写文档分析的深度学习工具包、TextFooler：针对文本分类/推理的对抗文本生成模块、Haystack：灵活、强大的可扩展问答(QA)框架、中文关键短语抽取工具",Python,75587,14966,75587,40,2018-08-21T11:20:39Z,2025-08-22T03:47:22Z,2024-05-10T07:38:24Z,174188,,https://github.com/fighting41love/funNLP,https://github.com/fighting41love/funNLP.git,
695864515,Deep-Live-Cam,hacksider/Deep-Live-Cam,hacksider,real time face swap and one-click video deepfake with only a single image,Python,72636,10491,72636,85,2023-09-24T13:19:31Z,2025-08-22T04:40:28Z,2025-08-11T13:37:45Z,155845,GNU Affero General Public License v3.0,https://github.com/hacksider/Deep-Live-Cam,https://github.com/hacksider/Deep-Live-Cam.git,"ai, ai-deep-fake, ai-face, ai-webcam, artificial-intelligence, deep-fake, deepfake, deepfake-webcam, faceswap, fake-webcam, gan, real-time-deepfake, realtime, realtime-deepfake, realtime-face-changer, video-deepfake, webcam, webcamera"
888092115,markitdown,microsoft/markitdown,microsoft,Python tool for converting files and office documents to Markdown.,Python,72143,3936,72143,352,2024-11-13T19:56:40Z,2025-08-22T05:02:21Z,2025-08-11T21:41:01Z,3005,MIT License,https://github.com/microsoft/markitdown,https://github.com/microsoft/markitdown.git,"autogen, autogen-extension, langchain, markdown, microsoft-office, openai, pdf"
101138315,d2l-zh,d2l-ai/d2l-zh,d2l-ai,《动手学深度学习》：面向中文读者、能运行、可讨论。中英文版被70多个国家的500多所大学用于教学。,Python,71838,11817,71838,114,2017-08-23T04:40:24Z,2025-08-22T03:44:06Z,2024-07-30T09:32:19Z,316965,Apache License 2.0,https://github.com/d2l-ai/d2l-zh,https://github.com/d2l-ai/d2l-zh.git,"book, chinese, computer-vision, deep-learning, machine-learning, natural-language-processing, notebook, python"
718741813,screenshot-to-code,abi/screenshot-to-code,abi,Drop in a screenshot and convert it to clean code (HTML/Tailwind/React/Vue),Python,70771,8762,70771,127,2023-11-14T17:53:32Z,2025-08-22T04:34:33Z,2025-07-27T20:51:24Z,3626,MIT License,https://github.com/abi/screenshot-to-code,https://github.com/abi/screenshot-to-code.git,
596892,flask,pallets/flask,pallets,The Python micro framework for building web applications.,Python,70203,16524,70203,4,2010-04-06T11:11:59Z,2025-08-22T03:46:19Z,2025-08-19T21:10:21Z,11276,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/pallets/flask,https://github.com/pallets/flask.git,"flask, jinja, pallets, python, web-framework, werkzeug, wsgi"
21872392,awesome-machine-learning,josephmisiti/awesome-machine-learning,josephmisiti,"A curated list of awesome Machine Learning frameworks, libraries and software.",Python,69405,15054,69405,3,2014-07-15T19:11:19Z,2025-08-22T04:07:19Z,2025-08-13T18:34:54Z,2618,Other,https://github.com/josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning.git,
71220757,PayloadsAllTheThings,swisskyrepo/PayloadsAllTheThings,swisskyrepo,A list of useful payloads and bypass for Web Application Security and Pentest/CTF,Python,69352,15830,69352,13,2016-10-18T07:29:07Z,2025-08-22T03:54:12Z,2025-08-14T09:11:08Z,23495,MIT License,https://github.com/swisskyrepo/PayloadsAllTheThings,https://github.com/swisskyrepo/PayloadsAllTheThings.git,"bounty, bugbounty, bypass, cheatsheet, enumeration, hacking, hacktoberfest, methodology, payload, payloads, penetration-testing, pentest, privilege-escalation, redteam, security, vulnerability, web-application"
616372661,gpt_academic,binary-husky/gpt_academic,binary-husky,"为GPT/GLM等LLM大语言模型提供实用化交互接口，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm3等本地模型。接入通义千问, deepseekcoder, 讯飞星火, 文心一言, llama2, rwkv, claude2, moss等。",Python,69145,8368,69145,286,2023-03-20T09:05:13Z,2025-08-22T03:22:53Z,2025-07-31T14:22:25Z,72530,GNU General Public License v3.0,https://github.com/binary-husky/gpt_academic,https://github.com/binary-husky/gpt_academic.git,"academic, chatglm-6b, chatgpt, gpt-4, large-language-models"
81598961,cpython,python/cpython,python,The Python programming language,Python,68472,32651,68472,9289,2017-02-10T19:23:51Z,2025-08-22T03:25:44Z,2025-08-21T22:12:17Z,725721,Other,https://github.com/python/cpython,https://github.com/python/cpython.git,
881458615,browser-use,browser-use/browser-use,browser-use,🌐 Make websites accessible for AI agents. Automate tasks online with ease.,Python,68366,7921,68366,617,2024-10-31T16:00:56Z,2025-08-22T04:11:24Z,2025-08-22T00:41:06Z,18063,MIT License,https://github.com/browser-use/browser-use,https://github.com/browser-use/browser-use.git,"ai-agents, ai-tools, browser-automation, browser-use, llm, playwright, python"
162998479,sherlock,sherlock-project/sherlock,sherlock-project,Hunt down social media accounts by username across social networks,Python,68146,7864,68146,238,2018-12-24T14:30:48Z,2025-08-22T04:52:55Z,2025-05-06T09:55:10Z,17823,MIT License,https://github.com/sherlock-project/sherlock,https://github.com/sherlock-project/sherlock.git,"cli, cti, cybersecurity, forensics, hacktoberfest, information-gathering, infosec, linux, osint, pentesting, python, python3, reconnaissance, redteam, sherlock, tools"
54544023,new-pac,Alvin9999/new-pac,Alvin9999,翻墙-科学上网、自由上网、免费科学上网、免费翻墙、fanqiang、油管youtube/视频下载、软件、VPN、一键翻墙浏览器，vps一键搭建翻墙服务器脚本/教程，免费shadowsocks/ss/ssr/v2ray/goflyway账号/节点，翻墙梯子，电脑、手机、iOS、安卓、windows、Mac、Linux、路由器翻墙、科学上网、youtube视频下载、youtube油管镜像/免翻墙网站、美区apple id共享账号、翻墙-科学上网-梯子,Python,67259,10272,67259,439,2016-03-23T08:43:36Z,2025-08-22T05:02:12Z,2025-08-22T05:02:08Z,10149,,https://github.com/Alvin9999/new-pac,https://github.com/Alvin9999/new-pac.git,"brook, clash, fanqiang, free-ss, free-ssr, hysteria, naiveproxy, shadowsocks, shadowsocksr, sing-box, ss, ssr, trojan, v2ray, vless, vmess, vpn, xray, youtube"
3638964,ansible,ansible/ansible,ansible,"Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy and maintain. Automate everything from code deployment to network configuration to cloud management, in a language that approaches plain English, using SSH, with no agents to install on remote systems. https://docs.ansible.com.",Python,65998,24063,65998,856,2012-03-06T14:58:02Z,2025-08-22T02:20:34Z,2025-08-21T20:56:16Z,260652,GNU General Public License v3.0,https://github.com/ansible/ansible,https://github.com/ansible/ansible.git,"ansible, python"
620936652,gpt4free,xtekky/gpt4free,xtekky,"The official gpt4free repository | various collection of powerful language models | o4, o3 and deepseek r1, gpt-4.1, gemini 2.5",Python,64993,13691,64993,7,2023-03-29T17:00:43Z,2025-08-22T02:54:03Z,2025-08-21T22:09:47Z,194396,GNU General Public License v3.0,https://github.com/xtekky/gpt4free,https://github.com/xtekky/gpt4free.git,"chatbot, chatbots, chatgpt, chatgpt-4, chatgpt-api, chatgpt-free, chatgpt4, deepseek, deepseek-api, deepseek-r1, gpt, gpt-4, gpt-4o, gpt4, gpt4-api, language-model, openai, openai-api, openai-chatgpt, reverse-engineering"
33015583,keras,keras-team/keras,keras-team,Deep Learning for humans,Python,63359,19612,63359,293,2015-03-28T00:35:42Z,2025-08-22T03:51:37Z,2025-08-21T20:34:18Z,47710,Apache License 2.0,https://github.com/keras-team/keras,https://github.com/keras-team/keras.git,"data-science, deep-learning, jax, machine-learning, neural-networks, python, pytorch, tensorflow"
843222,scikit-learn,scikit-learn/scikit-learn,scikit-learn,scikit-learn: machine learning in Python,Python,63096,26165,63096,2161,2010-08-17T09:43:38Z,2025-08-22T03:26:04Z,2025-08-21T15:18:33Z,174188,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn.git,"data-analysis, data-science, machine-learning, python, statistics"
